,dev_acc,dev_bertscore_correct_normalized,model_type,task_name,seed,n_shots,io_format
71,64.0,62.596695916993276,allenai/unifiedqa-t5-base,sbic,7009,24,unified_qa_what_with_tags
72,66.57142857142857,64.48813603605542,allenai/unifiedqa-t5-base,sbic,1111,24,unified_qa_what_with_tags
73,76.0,73.61488442761558,allenai/unifiedqa-t5-base,sbic,1967,24,unified_qa_what_with_tags
74,76.0,73.61488442761558,allenai/unifiedqa-t5-base,sbic,1967,24,unified_qa_what_with_tags
75,70.28571428571428,67.98185166290828,allenai/unifiedqa-t5-base,sbic,1319,24,unified_qa_what_with_tags
76,70.28571428571428,67.98185166290828,allenai/unifiedqa-t5-base,sbic,1319,24,unified_qa_what_with_tags
77,74.28571428571429,72.04774749279022,allenai/unifiedqa-t5-base,sbic,741,24,unified_qa_what_with_tags
78,74.28571428571429,72.04774749279022,allenai/unifiedqa-t5-base,sbic,741,24,unified_qa_what_with_tags
79,71.71428571428572,68.79596619946616,allenai/unifiedqa-t5-base,sbic,7740,24,unified_qa_what_with_tags
80,71.71428571428572,68.79596619946616,allenai/unifiedqa-t5-base,sbic,7740,24,unified_qa_what_with_tags
81,68.0,65.82139074802399,allenai/unifiedqa-t5-base,sbic,1335,24,unified_qa_what_with_tags
82,68.0,65.82139074802399,allenai/unifiedqa-t5-base,sbic,1335,24,unified_qa_what_with_tags
83,70.28571428571428,68.13511126382011,allenai/unifiedqa-t5-base,sbic,9933,24,unified_qa_what_with_tags
84,70.0,67.15056213310787,allenai/unifiedqa-t5-base,sbic,6339,24,unified_qa_what_with_tags
85,70.0,67.15056213310787,allenai/unifiedqa-t5-base,sbic,6339,24,unified_qa_what_with_tags
86,68.28571428571428,66.39227972711835,allenai/unifiedqa-t5-base,sbic,3112,24,unified_qa_what_with_tags
87,68.28571428571428,66.39227972711835,allenai/unifiedqa-t5-base,sbic,3112,24,unified_qa_what_with_tags
88,66.85714285714286,65.21453712667737,allenai/unifiedqa-t5-base,sbic,1349,24,unified_qa_what_with_tags
89,66.85714285714286,65.21453712667737,allenai/unifiedqa-t5-base,sbic,1349,24,unified_qa_what_with_tags
90,66.57142857142857,63.70380776269095,allenai/unifiedqa-t5-base,sbic,8483,24,unified_qa_what_with_tags
91,66.57142857142857,63.70380776269095,allenai/unifiedqa-t5-base,sbic,8483,24,unified_qa_what_with_tags
92,69.14285714285714,67.05134161881038,allenai/unifiedqa-t5-base,sbic,2348,24,unified_qa_what_with_tags
93,69.14285714285714,67.05134161881038,allenai/unifiedqa-t5-base,sbic,2348,24,unified_qa_what_with_tags
94,65.71428571428571,63.46217400687082,allenai/unifiedqa-t5-base,sbic,834,24,unified_qa_what_with_tags
95,65.71428571428571,63.46217400687082,allenai/unifiedqa-t5-base,sbic,834,24,unified_qa_what_with_tags
96,66.28571428571428,63.52719940458025,allenai/unifiedqa-t5-base,sbic,6895,24,unified_qa_what_with_tags
97,66.28571428571428,63.52719940458025,allenai/unifiedqa-t5-base,sbic,6895,24,unified_qa_what_with_tags
98,64.57142857142857,61.72585311957768,allenai/unifiedqa-t5-base,sbic,4823,24,unified_qa_what_with_tags
99,64.57142857142857,61.72585311957768,allenai/unifiedqa-t5-base,sbic,4823,24,unified_qa_what_with_tags
100,70.0,68.0529681784766,allenai/unifiedqa-t5-base,sbic,2913,24,unified_qa_what_with_tags
101,70.0,68.0529681784766,allenai/unifiedqa-t5-base,sbic,2913,24,unified_qa_what_with_tags
102,66.57142857142857,64.98222851753235,allenai/unifiedqa-t5-base,sbic,9962,24,unified_qa_what_with_tags
103,66.57142857142857,64.98222851753235,allenai/unifiedqa-t5-base,sbic,9962,24,unified_qa_what_with_tags
104,65.14285714285715,63.20324793883732,allenai/unifiedqa-t5-base,sbic,178,24,unified_qa_what_with_tags
105,65.14285714285715,63.20324793883732,allenai/unifiedqa-t5-base,sbic,178,24,unified_qa_what_with_tags
106,64.85714285714286,61.84924244880676,allenai/unifiedqa-t5-base,sbic,2147,24,unified_qa_what_with_tags
107,64.85714285714286,61.84924244880676,allenai/unifiedqa-t5-base,sbic,2147,24,unified_qa_what_with_tags
108,69.71428571428572,67.70100789410728,allenai/unifiedqa-t5-base,sbic,8160,24,unified_qa_what_with_tags
109,69.71428571428572,67.70100789410728,allenai/unifiedqa-t5-base,sbic,8160,24,unified_qa_what_with_tags
110,66.0,64.26307504517692,allenai/unifiedqa-t5-base,sbic,1936,24,unified_qa_what_with_tags
111,66.0,64.26307504517692,allenai/unifiedqa-t5-base,sbic,1936,24,unified_qa_what_with_tags
112,64.0,62.295630029269624,allenai/unifiedqa-t5-base,sbic,9991,24,unified_qa_what_with_tags
113,64.0,62.295630029269624,allenai/unifiedqa-t5-base,sbic,9991,24,unified_qa_what_with_tags
114,66.28571428571428,64.44171326501029,allenai/unifiedqa-t5-base,sbic,6924,24,unified_qa_what_with_tags
115,66.28571428571428,64.44171326501029,allenai/unifiedqa-t5-base,sbic,6924,24,unified_qa_what_with_tags
116,64.28571428571429,63.0375839812415,allenai/unifiedqa-t5-base,sbic,6595,24,unified_qa_what_with_tags
117,64.28571428571429,63.0375839812415,allenai/unifiedqa-t5-base,sbic,6595,24,unified_qa_what_with_tags
118,64.57142857142857,61.82836844239916,allenai/unifiedqa-t5-base,sbic,5358,24,unified_qa_what_with_tags
119,64.57142857142857,61.82836844239916,allenai/unifiedqa-t5-base,sbic,5358,24,unified_qa_what_with_tags
120,71.14285714285714,69.1506280217852,allenai/unifiedqa-t5-base,sbic,2638,24,unified_qa_what_with_tags
121,71.14285714285714,69.1506280217852,allenai/unifiedqa-t5-base,sbic,2638,24,unified_qa_what_with_tags
122,66.0,64.08415082522801,allenai/unifiedqa-t5-base,sbic,6227,24,unified_qa_what_with_tags
123,66.0,64.08415082522801,allenai/unifiedqa-t5-base,sbic,6227,24,unified_qa_what_with_tags
124,66.85714285714286,64.32274721349988,allenai/unifiedqa-t5-base,sbic,8384,24,unified_qa_what_with_tags
125,66.85714285714286,64.32274721349988,allenai/unifiedqa-t5-base,sbic,8384,24,unified_qa_what_with_tags
126,65.42857142857143,62.94635675634657,allenai/unifiedqa-t5-base,sbic,2769,24,unified_qa_what_with_tags
127,65.42857142857143,62.94635675634657,allenai/unifiedqa-t5-base,sbic,2769,24,unified_qa_what_with_tags
128,70.85714285714285,69.02137589454651,allenai/unifiedqa-t5-base,sbic,4512,24,unified_qa_what_with_tags
129,70.85714285714285,69.02137589454651,allenai/unifiedqa-t5-base,sbic,4512,24,unified_qa_what_with_tags
130,71.42857142857143,68.8209661075047,allenai/unifiedqa-t5-base,sbic,2051,24,unified_qa_what_with_tags
131,71.42857142857143,68.8209661075047,allenai/unifiedqa-t5-base,sbic,2051,24,unified_qa_what_with_tags
132,73.71428571428571,71.47140693664551,allenai/unifiedqa-t5-base,sbic,4779,24,unified_qa_what_with_tags
133,73.71428571428571,71.47140693664551,allenai/unifiedqa-t5-base,sbic,4779,24,unified_qa_what_with_tags
134,66.85714285714286,65.00574433803558,allenai/unifiedqa-t5-base,sbic,2498,24,unified_qa_what_with_tags
135,66.85714285714286,65.00574433803558,allenai/unifiedqa-t5-base,sbic,2498,24,unified_qa_what_with_tags
136,66.28571428571428,64.02350030626569,allenai/unifiedqa-t5-base,sbic,176,24,unified_qa_what_with_tags
137,66.28571428571428,64.02350030626569,allenai/unifiedqa-t5-base,sbic,176,24,unified_qa_what_with_tags
138,70.0,67.9702398606709,allenai/unifiedqa-t5-base,sbic,9599,24,unified_qa_what_with_tags
139,70.0,67.9702398606709,allenai/unifiedqa-t5-base,sbic,9599,24,unified_qa_what_with_tags
140,65.71428571428571,63.29302566392081,allenai/unifiedqa-t5-base,sbic,1181,24,unified_qa_what_with_tags
141,65.71428571428571,63.29302566392081,allenai/unifiedqa-t5-base,sbic,1181,24,unified_qa_what_with_tags
142,64.85714285714286,62.34384320463453,allenai/unifiedqa-t5-base,sbic,5320,24,unified_qa_what_with_tags
143,64.85714285714286,62.34384320463453,allenai/unifiedqa-t5-base,sbic,5320,24,unified_qa_what_with_tags
144,67.71428571428572,65.08774874891553,allenai/unifiedqa-t5-base,sbic,588,24,unified_qa_what_with_tags
145,67.71428571428572,65.08774874891553,allenai/unifiedqa-t5-base,sbic,588,24,unified_qa_what_with_tags
146,68.28571428571428,65.26697255883899,allenai/unifiedqa-t5-base,sbic,4791,24,unified_qa_what_with_tags
